Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"437790000";"522800";"3281";"762.6"
"438869000";"522800";"3281";"764.6"
"439949000";"522800";"3281";"766.6"
"441284000";"522800";"3281";"768.5"
"442363000";"522800";"3281";"770.5"
"443444000";"522800";"3281";"772.5"
"444523000";"522800";"3281";"774.4"
"445609000";"522800";"3281";"776.0"
"446944000";"522800";"3281";"778.4"
"448024000";"522800";"3281";"780.3"
"449103000";"522800";"3281";"782.3"
"450182000";"522800";"3281";"783.9"
"451267000";"522800";"3281";"785.8"
"452603000";"522800";"3281";"788.2"
"453682000";"522800";"3281";"790.2"
"454767000";"522800";"3281";"791.7"
"455847000";"522800";"3281";"793.7"
"456926000";"522800";"3281";"795.7"
"458262000";"522800";"3281";"798.0"
"459342000";"522800";"3281";"799.6"
"460422000";"522800";"3281";"801.6"
"461502000";"522800";"3281";"803.5"
"462581000";"522800";"3281";"805.5"
"463915000";"522800";"3281";"807.5"
"465001000";"519200";"3281";"809.4"
"466081000";"519200";"3281";"811.4"
"467161000";"519200";"3281";"813.4"
"468241000";"519200";"3281";"814.9"
"469577000";"519200";"3281";"817.3"
"470656000";"519200";"3281";"819.3"
"471736000";"519200";"3281";"821.2"
"472815000";"519200";"3281";"822.8"
"473895000";"519200";"3281";"824.8"
"475236000";"519200";"3281";"827.1"
"476315000";"519200";"3281";"829.1"
"477396000";"519200";"3281";"830.7"
"478476000";"519200";"3281";"832.6"
"479555000";"519200";"3281";"834.6"
"480890000";"519200";"3281";"837.0"
"481969000";"519200";"3281";"838.9"
"483049000";"519200";"3280";"840.5"
"484129000";"519200";"3281";"842.5"
"485214000";"519200";"3281";"844.4"
"486549000";"519200";"3280";"846.4"
"487629000";"519200";"3280";"848.4"
"488709000";"519200";"3280";"850.3"
"489789000";"519200";"3280";"852.3"
"490869000";"519200";"3280";"854.3"
"492205000";"519200";"3280";"856.2"
"493290000";"519200";"3280";"858.2"
"494370000";"523300";"3281";"860.2"
"495454000";"523300";"3281";"861.7"
"496533000";"523300";"3280";"863.7"
"497868000";"523300";"3280";"866.0"
"498947000";"523300";"3280";"868.0"
"500027000";"523300";"3280";"870.0"
"501107000";"523300";"3280";"871.5"
"502187000";"523300";"3280";"873.5"
"503522000";"523300";"3280";"875.9"
"504607000";"523300";"3280";"877.4"
"505686000";"523300";"3280";"879.4"
"506766000";"523300";"3280";"881.4"
"507845000";"523300";"3280";"883.3"
"509181000";"523300";"3280";"885.3"
