Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"581652000","523400","3274","22182.1"
"582744000","523400","3274","22184.1"
"583837000","523400","3274","22186.0"
"584930000","523400","3274","22188.0"
"586023000","523400","3274","22189.5"
"587371000","523400","3274","22191.9"
"588464000","523400","3274","22193.8"
"589563000","523400","3274","22195.8"
"590656000","523400","3274","22197.7"
"591749000","523400","3274","22199.7"
"593098000","523400","3274","22202.0"
"594191000","523400","3275","22203.9"
"595284000","523400","3275","22205.9"
"596377000","523400","3275","22207.8"
"597470000","523400","3275","22209.4"
"598819000","523400","3275","22211.7"
"599917000","523400","3275","22213.7"
"601010000","523400","3274","22215.6"
"602102000","523400","3274","22217.6"
"603195000","523400","3274","22219.5"
"604544000","527700","3275","22221.8"
"605637000","527700","3275","22223.8"
"606730000","527700","3275","22225.7"
"607822000","527700","3274","22227.3"
"608916000","527700","3274","22229.2"
"610269000","527700","3274","22231.6"
"611362000","527700","3274","22233.5"
"612475000","527700","3274","22235.5"
"613568000","527700","3274","22237.4"
"614660000","527700","3274","22239.4"
"616009000","527700","3274","22241.7"
"617102000","527700","3274","22243.7"
"618195000","527700","3274","22245.6"
"619287000","527700","3274","22247.1"
"620386000","527700","3274","22249.1"
"621735000","527700","3274","22251.4"
"622827000","527700","3274","22253.4"
"623920000","527700","3274","22255.3"
"625012000","527700","3274","22257.3"
"626105000","527700","3274","22259.2"
"627452000","527700","3274","22261.6"
"628546000","527700","3274","22263.1"
"629644000","527700","3274","22265.1"
"630738000","527700","3274","22267.0"
"631830000","527700","3274","22269.0"
"633179000","523200","3274","22271.3"
"634272000","523200","3274","22273.2"
"635365000","523200","3274","22275.2"
"636457000","523200","3274","22277.1"
"637550000","523200","3274","22279.1"
"638899000","523200","3274","22281.4"
"639998000","523200","3274","22283.0"
"641090000","523200","3274","22284.9"
"642183000","523200","3274","22286.9"
"643276000","523200","3274","22288.8"
"644624000","523200","3274","22291.1"
"645717000","523200","3274","22293.1"
"646810000","523200","3274","22295.0"
"647903000","523200","3274","22297.0"
"648996000","523200","3274","22298.9"
"650350000","523200","3274","22300.9"
"651443000","523200","3274","22302.8"
"652537000","523200","3273","22304.8"
"653629000","523200","3273","22306.7"
"654727000","523200","3273","22308.7"
"656075000","523200","3273","22311.0"
"657167000","523200","3273","22312.9"
"658261000","523200","3273","22314.9"
"659359000","523200","3273","22316.8"
"660452000","523200","3273","22318.8"
"661800000","523400","3274","22320.7"
"662893000","523400","3273","22322.7"
"663986000","523400","3273","22324.6"
"665079000","523400","3273","22326.6"
"666172000","523400","3273","22328.5"
"667520000","523400","3273","22330.9"
"668613000","523400","3274","22332.8"
"669712000","523400","3274","22334.7"
"670805000","523400","3274","22336.3"
"671898000","523400","3274","22338.2"
"673246000","523400","3273","22340.6"
"674339000","523400","3273","22342.5"
"675431000","523400","3273","22344.5"
"676524000","523400","3273","22346.4"
"677618000","523400","3273","22348.4"
"678966000","523400","3274","22350.7"
"680065000","523400","3274","22352.7"
"681159000","523400","3274","22354.2"
"682252000","523400","3274","22356.2"
"683344000","523400","3274","22358.1"
"684692000","523400","3274","22360.4"
"685785000","523400","3274","22362.4"
"686878000","523400","3274","22364.3"
"687970000","523400","3274","22366.3"
"689063000","523400","3274","22368.2"
"690418000","523500","3274","22370.2"
"691511000","523500","3274","22372.1"
"692604000","523500","3274","22374.1"
"693698000","523500","3274","22376.0"
"694790000","523500","3274","22378.0"
"696138000","523500","3274","22380.3"
"697236000","523500","3274","22382.2"
"698329000","523500","3274","22384.2"
"699428000","523500","3274","22386.1"
"700521000","523500","3274","22387.7"
"701869000","523500","3274","22390.0"
"702962000","523500","3274","22392.0"
"704055000","523500","3274","22393.9"
"705148000","523500","3274","22395.9"
"706242000","523500","3274","22397.8"
"707590000","523500","3274","22400.1"
"708683000","523500","3274","22401.7"
"709781000","523500","3274","22403.6"
"710874000","523500","3274","22405.6"
"711967000","523500","3274","22407.5"
"713315000","523500","3274","22409.9"
"714408000","523500","3274","22411.8"
"715501000","523500","3274","22413.8"
"716595000","523500","3274","22415.7"
"717687000","523500","3274","22417.3"
"719036000","523500","3274","22419.6"
"720134000","523500","3274","22421.5"
"721227000","523500","3274","22423.5"
"722319000","523500","3274","22425.4"
"723412000","523500","3274","22427.4"
"724761000","523500","3274","22429.7"
"725854000","523500","3274","22431.7"
"726947000","523500","3274","22433.6"
"728041000","523500","3274","22435.2"
"729133000","523500","3274","22437.1"
"730487000","523500","3274","22439.5"
"731579000","523500","3274","22441.4"
"732672000","523500","3274","22443.4"
"733765000","523500","3274","22445.3"
"734858000","523500","3274","22447.2"
"736206000","523500","3274","22449.6"
"737300000","523500","3274","22451.5"
"738397000","523500","3274","22453.1"
"739495000","523500","3274","22455.0"
"740588000","523500","3274","22457.0"
"741936000","523500","3274","22459.3"
"743028000","523500","3274","22461.3"
"744121000","523500","3274","22463.2"
"745214000","523500","3274","22465.2"
"746308000","523500","3274","22467.1"
"747656000","523400","3274","22469.0"
"748749000","523400","3274","22471.0"
"749847000","523400","3274","22472.9"
"750940000","523400","3274","22474.9"
"752034000","523400","3274","22476.8"
"753383000","523400","3274","22479.2"
"754476000","523400","3274","22481.1"
"755568000","523400","3274","22483.1"
"756661000","523400","3274","22485.0"
"757754000","523400","3274","22486.6"
"759108000","523400","3274","22488.9"
"760206000","523400","3274","22490.8"
"761298000","523400","3274","22492.8"
"762391000","523400","3274","22494.7"
"763483000","523400","3274","22496.7"
"764832000","523400","3274","22499.0"
"765925000","523400","3274","22501.0"
"767019000","523400","3274","22502.5"
"768111000","523400","3274","22504.5"
"769204000","523400","3274","22506.4"
"770557000","523400","3274","22508.7"
"771650000","523400","3274","22510.7"
"772743000","523400","3274","22512.6"
"773836000","523400","3274","22514.6"
"774929000","523400","3274","22516.5"
"776277000","523400","3274","22518.5"
"777370000","523400","3274","22520.4"
"778462000","523400","3274","22522.4"
"779561000","523400","3274","22524.3"
"780659000","523400","3274","22526.3"
"782007000","523400","3274","22528.6"
"783100000","523400","3274","22530.6"
"784192000","523400","3274","22532.5"
"785285000","523400","3274","22534.4"
"786379000","523400","3274","22536.0"
"787726000","523400","3274","22538.3"
"788819000","523400","3274","22540.3"
"789917000","523400","3274","22542.2"
"791010000","523400","3274","22544.2"
"792104000","523400","3274","22546.1"
"793452000","523400","3274","22548.1"
"794545000","523400","3274","22550.0"
"795637000","523400","3274","22552.0"
"796731000","523400","3274","22553.9"
"797822000","523400","3274","22555.8"
"799171000","523400","3274","22558.2"
"800270000","523400","3274","22560.1"
"801362000","523400","3274","22562.1"
"802455000","523400","3274","22564.0"
"803549000","523400","3274","22565.6"
"804898000","523400","3274","22567.9"
"805991000","523400","3274","22569.9"
"807083000","523400","3274","22571.8"
"808176000","523400","3274","22573.8"
"809269000","523400","3274","22575.7"
