Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"862599000","1650700","3275","4702.3"
"863947000","1650700","3275","4709.4"
"865039000","1650700","3275","4715.4"
"866132000","1650700","3275","4721.3"
"867224000","1650700","3275","4727.2"
"868317000","1650700","3275","4733.2"
"869671000","1650700","3275","4740.3"
"870763000","1650700","3275","4746.2"
"871855000","1631400","3275","4752.1"
"872948000","1631400","3275","4758.1"
"874039000","1631400","3275","4764.0"
"875387000","1631400","3275","4771.5"
"876480000","1631400","3275","4777.5"
"877573000","1631400","3274","4783.4"
"878666000","1631400","3274","4788.9"
"879764000","1631400","3274","4795.3"
"881111000","1644600","3274","4802.4"
"882208000","1644600","3274","4808.3"
"883302000","1644600","3274","4814.2"
"884394000","1644600","3274","4820.2"
"885487000","1644600","3274","4826.1"
"886835000","1644600","3274","4833.2"
"887927000","1644600","3274","4839.2"
"889019000","1644600","3274","4845.1"
