Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"857200000","522900","3275","1485.7"
"858548000","522900","3275","1488.0"
"859640000","522900","3275","1489.9"
"860733000","522900","3275","1491.9"
"861826000","522900","3274","1493.8"
"862924000","522900","3274","1495.4"
"864272000","522900","3274","1497.7"
"865365000","522900","3274","1499.7"
"866458000","522900","3274","1501.6"
"867550000","522900","3274","1503.6"
"868643000","522900","3274","1505.5"
"869996000","522900","3274","1507.9"
"871089000","522900","3274","1509.8"
"872182000","522900","3274","1511.8"
"873281000","522900","3274","1513.7"
"874375000","522900","3274","1515.2"
"875723000","522900","3274","1517.6"
"876816000","522900","3274","1519.5"
"877909000","522900","3274","1521.5"
"879000000","522900","3274","1523.4"
"880094000","522900","3274","1525.4"
"881442000","519300","3274","1527.3"
"882540000","519300","3274","1529.3"
"883633000","519300","3274","1531.2"
"884726000","519300","3274","1533.2"
"885818000","519300","3274","1535.1"
"887168000","519300","3274","1537.4"
"888261000","519300","3274","1539.4"
"889354000","519300","3274","1541.3"
"890447000","519300","3274","1543.3"
"891540000","519300","3274","1545.2"
"892894000","519300","3274","1547.2"
"893987000","519300","3274","1549.1"
"895079000","519300","3274","1551.1"
"896172000","519300","3274","1553.0"
"897264000","519300","3274","1555.0"
"898613000","519300","3274","1557.3"
"899706000","519300","3274","1558.8"
"900800000","519300","3274","1560.8"
"901893000","519300","3273","1562.7"
"902992000","519300","3273","1564.7"
"904339000","519300","3273","1567.0"
"905433000","519300","3273","1569.0"
"906526000","519300","3273","1570.9"
"907619000","519300","3273","1572.9"
"908711000","519300","3273","1574.8"
"910060000","527700","3274","1577.1"
"911153000","527700","3274","1578.7"
"912257000","527700","3273","1580.6"
"913349000","527700","3273","1582.6"
"914442000","527700","3274","1584.5"
"915790000","527700","3274","1586.9"
"916884000","527700","3274","1588.8"
"917977000","527700","3274","1590.4"
"919070000","527700","3274","1592.3"
"920163000","527700","3274","1594.3"
"921512000","527700","3274","1596.6"
"922609000","527700","3274","1598.5"
"923702000","527700","3274","1600.1"
"924794000","527700","3274","1602.0"
"925887000","527700","3274","1604.0"
"927234000","527700","3274","1606.7"
"928327000","527700","3274","1608.7"
"929420000","527700","3274","1610.2"
"930512000","527700","3274","1612.2"
"931605000","527700","3274","1614.1"
"932959000","527700","3274","1616.5"
"934052000","527700","3274","1618.4"
"935146000","527700","3274","1620.4"
"936238000","527700","3274","1621.9"
"937331000","527700","3274","1623.8"
"938679000","519200","3274","1626.2"
"939772000","519200","3274","1628.1"
"940865000","519200","3274","1630.1"
"941959000","519200","3274","1632.0"
"943057000","519200","3274","1633.6"
"944406000","519200","3274","1635.9"
"945498000","519200","3274","1637.9"
"946591000","519200","3274","1639.8"
"947684000","519200","3274","1641.8"
"948778000","519200","3274","1643.7"
"950126000","519200","3274","1646.0"
"951219000","519200","3274","1648.0"
"952317000","519200","3274","1649.9"
"953415000","519200","3274","1651.9"
"954508000","519200","3274","1653.4"
"955857000","519200","3274","1655.8"
"956949000","519200","3274","1657.7"
"958042000","519200","3274","1659.7"
"959135000","519200","3274","1661.6"
"960228000","519200","3274","1663.6"
"961576000","519200","3274","1665.5"
"962675000","519200","3274","1667.4"
"963767000","519200","3274","1669.4"
"964860000","519200","3274","1671.3"
"965953000","519200","3274","1673.3"
"967303000","523400","3274","1675.6"
"968395000","523400","3274","1677.6"
